from,to,width
827,594,0.00133921
903,594,0.00282845
937,594,0.00281004
948,594,0.00264206
964,594,0.00248634
973,594,0.00193472
1017,594,0.0024489
1020,594,0.00236627
1032,594,0.00311006
1081,594,0.00268348
1094,594,0.00318384
1833,594,0.104508
74,597,0.341517
609,598,0.0594053
3,600,0.0388349
4,600,0.0388349
8,600,0.103917
11,600,0.120724
15,600,0.0350803
26,600,0.00777967
29,600,0.0019531
37,600,0.058033
38,600,0.00455129
45,600,0.00202065
48,600,0.0298508
52,600,0.087153
63,600,0.463301
75,600,0.00225401
76,600,0.00225401
86,600,0.00224774
88,600,0.00258902
90,600,0.960131
167,600,0.0048321
263,600,0.266281
264,600,0.0032034
281,600,0.00302727
292,600,0.00160077
300,600,0.190189
305,600,1.40914
306,600,0.23364
309,600,0.176821
310,600,0.950595
321,600,0.58037
322,600,0.561652
329,600,0.00367843
335,600,0.00544314
340,600,0.00539506
364,600,0.2768
367,600,0.940467
402,600,0.00232625
408,600,0.132508
433,600,0.0241044
453,600,0.0771472
578,600,0.10479
609,600,0.00229137
617,600,0.0788541
655,600,0.00113056
657,600,0.129121
680,600,0.108364
688,600,0.193715
690,600,0.0890262
729,600,0.00345905
731,600,0.115337
736,600,0.00458413
758,600,0.00159579
771,600,0.032533
821,600,0.00259841
964,600,0.00219949
1065,600,0.0135044
1085,600,0.00237518
1250,600,0.191328
1411,600,0.0806447
1620,600,0.0426439
1682,600,0.0373864
1816,600,0.298546
2028,600,0.0588578
2031,600,0.0818547
2159,600,0.00489125
2305,600,1.75437
2306,600,0.564266
2443,600,0.00256809
2528,600,0.002514
2561,600,0.00254962
2644,600,0.84652
2712,600,0.22471
2732,600,0.158355
2733,600,0.0704478
2781,600,4.86583
2797,600,0.0362268
2815,600,0.0519479
90,601,0.909295
285,601,0.0985271
453,601,0.0745507
578,601,0.102915
619,601,1.3493
680,601,0.0506844
688,601,0.138812
2644,601,0.84652
2733,601,0.0704478
539,604,5.17689
617,604,0.0498752
781,604,0.866398
783,604,0.76616
28,605,1.24371
67,605,2.07167
630,605,0.254273
3,609,0.0155521
4,609,0.0155521
8,609,0.0388166
11,609,0.0202227
15,609,0.00109091
17,609,0.0015557
29,609,0.013585
35,609,0.0275783
37,609,0.00831112
38,609,0.00455129
45,609,0.0140546
46,609,0.951626
48,609,0.0298508
52,609,0.00572982
68,609,0.00146573
86,609,0.0125167
90,609,0.150063
93,609,2.83469
98,609,0.369944
113,609,0.190325
115,609,0.08093
133,609,0.0309315
134,609,0.0329606
167,609,0.0048321
168,609,0.00601295
169,609,0.0043506
184,609,0.539433
186,609,0.054555
215,609,0.0761086
218,609,0.0259427
224,609,0.0690782
233,609,0.0434856
236,609,0.00620925
237,609,0.115772
238,609,0.0276139
248,609,0.0333392
250,609,0.013386
251,609,0.010823
264,609,0.0032034
281,609,0.00472971
286,609,0.0106798
292,609,0.00160077
329,609,0.00367843
335,609,0.00544314
337,609,0.0303794
340,609,0.00539506
347,609,0.00837838
360,609,0.00299425
364,609,0.0175285
367,609,0.0205554
370,609,0.017346
371,609,0.0177614
386,609,0.0195122
408,609,0.0532154
417,609,0.00792955
444,609,0.0248563
452,609,0.0230149
453,609,0.112038
462,609,0.34105
532,609,0.00769997
554,609,0.00790231
578,609,0.0587553
583,609,0.00874727
600,609,0.00637552
601,609,0.0158604
612,609,2.26176
617,609,0.00099995
655,609,0.00786564
680,609,0.16791
682,609,0.151928
688,609,0.0105455
690,609,0.32654
696,609,0.00728491
731,609,0.0243927
733,609,3.04856
740,609,0.0212772
749,609,0.247793
751,609,0.668887
771,609,0.0136476
776,609,0.358044
781,609,0.586278
793,609,0.677433
817,609,0.518653
821,609,0.0168776
827,609,0.0967082
863,609,0.114267
922,609,0.0231442
952,609,0.0189201
960,609,0.0307869
973,609,0.00741439
1004,609,0.040124
1017,609,0.0187596
1065,609,0.00386026
1085,609,0.00881924
1144,609,0.0288203
1250,609,0.625674
1282,609,0.0300214
1411,609,0.401091
1533,609,0.0365266
1633,609,0.0127237
1637,609,0.104885
1681,609,0.027587
1781,609,0.0647247
1816,609,0.96402
1833,609,0.259226
1893,609,0.0638588
2003,609,0.0711741
2028,609,0.00520732
2031,609,0.00880236
2063,609,0.0172427
2159,609,0.00489125
2219,609,0.00612326
2294,609,0.00550486
2325,609,0.0202895
2338,609,0.0360742
2429,609,0.0257173
2443,609,0.00256809
2488,609,0.0112532
2528,609,0.002514
2561,609,0.00254962
2614,609,0.00520698
2635,609,0.017346
2644,609,0.00913332
2733,609,0.00803053
2734,609,0.165285
2739,609,0.105262
2797,609,0.00825963
2807,609,0.0148699
2815,609,0.01069
2855,609,0.0181106
2868,609,0.00279101
2871,609,0.0825935
15,612,0.0272372
733,612,1.66247
15,614,0.0544002
24,614,0.0247624
28,614,1.24371
46,614,0.951626
67,614,2.07167
148,614,0.00433934
184,614,0.0317194
186,614,0.0136667
218,614,0.00472186
238,614,0.00502639
448,614,0.0153114
462,614,0.00788329
500,614,0.0597013
510,614,1.04429
617,614,0.0249688
630,614,0.623611
637,614,0.800889
660,614,0.999124
690,614,0.0069484
751,614,1.29303
758,614,0.0138217
764,614,0.391298
776,614,0.0476329
781,614,0.586278
793,614,4.03893
960,614,0.0037207
1004,614,0.00730727
1144,614,0.00524625
1282,614,0.00546516
1533,614,0.00665115
1648,614,0.105874
1681,614,0.00502148
1682,614,0.0342762
1833,614,0.00437646
1893,614,0.00533721
3,617,0.0813792
4,617,0.0813792
5,617,0.210518
7,617,0.0664449
8,617,0.0888365
9,617,0.474233
11,617,0.160641
13,617,0.0415176
15,617,0.183427
16,617,1.06279
17,617,0.0263669
18,617,3.00327
19,617,3.00327
24,617,5.04024
25,617,0.272651
26,617,0.0179454
28,617,1.24371
29,617,0.00450694
33,617,0.00403193
34,617,1.1799
35,617,0.0700498
36,617,1.16104
39,617,0.000819166
40,617,0.0152592
42,617,0.0527326
45,617,0.00307123
46,617,1.81269
48,617,0.0447428
52,617,0.00638582
53,617,0.207986
55,617,0.00757529
62,617,0.0017253
63,617,0.463301
67,617,2.07167
68,617,0.000938094
69,617,0.0323967
75,617,0.00748511
76,617,0.00748511
85,617,0.00177748
86,617,0.00992478
88,617,0.00662655
90,617,0.198169
98,617,0.00595006
104,617,0.0125989
113,617,0.0472666
115,617,0.103104
117,617,0.0465307
133,617,0.0215978
134,617,0.0230154
145,617,0.00533843
148,617,0.00254597
166,617,0.0126244
168,617,0.00491805
169,617,0.0054902
170,617,0.0761893
171,617,0.105342
172,617,0.00681003
182,617,0.00232531
184,617,0.0045455
185,617,0.00692783
193,617,0.00232531
194,617,0.00270163
198,617,0.00449521
199,617,0.00155027
200,617,0.00605571
201,617,0.00147048
211,617,0.00785105
218,617,0.00944149
224,617,0.00382459
225,617,0.00282183
230,617,0.127574
233,617,0.0212575
236,617,0.0123227
237,617,0.00642409
238,617,0.0100503
240,617,0.00659609
248,617,0.0665673
263,617,0.0112391
287,617,0.568583
321,617,0.00717214
322,617,0.0069341
347,617,0.011198
351,617,0.225248
374,617,0.840505
386,617,0.18916
387,617,0.128989
388,617,0.127542
402,617,0.0275109
408,617,0.198102
421,617,0.512727
431,617,1.53518
433,617,0.074822
444,617,0.00339501
448,617,0.0229582
450,617,1.53518
453,617,0.00603658
455,617,0.0836511
462,617,0.0962734
479,617,0.435657
500,617,0.00239492
510,617,1.04429
530,617,1.27792
532,617,0.0541535
535,617,0.00111726
554,617,0.000668715
573,617,0.0096107
578,617,0.00595993
583,617,0.0369453
587,617,3.09479
600,617,0.0148699
609,617,0.127541
612,617,6.41433
614,617,0.212405
630,617,0.59943
632,617,1.27892
650,617,2.21199
652,617,1.26892
655,617,0.00378447
659,617,0.02648
666,617,0.217464
667,617,0.00093016
675,617,1.76821
680,617,0.211014
682,617,0.270105
688,617,0.00477115
690,617,0.342716
695,617,0.000998158
696,617,0.00161065
729,617,0.0109768
731,617,0.145467
733,617,5.9711
736,617,0.0105764
742,617,0.00147596
758,617,0.00672379
764,617,0.314283
765,617,0.11905
771,617,0.0886536
776,617,0.00347188
781,617,0.586278
782,617,0.143882
793,617,1.07732
817,617,0.515855
821,617,0.0073508
827,617,0.0781624
863,617,0.0458643
864,617,0.00156048
886,617,0.00277156
897,617,0.00720028
922,617,0.02081
948,617,0.0220757
952,617,0.0199671
956,617,0.0271827
960,617,0.141078
964,617,0.00789293
965,617,0.0028165
973,617,0.00621058
1004,617,0.0146092
1013,617,0.0132164
1017,617,0.0247931
1019,617,0.0264201
1032,617,0.00216772
1039,617,0.00151504
1065,617,0.0473721
1085,617,0.00607932
1091,617,0.150373
1144,617,0.0104897
1193,617,0.0039208
1250,617,0.402062
1265,617,0.00740466
1269,617,0.00194156
1282,617,0.0109273
1299,617,0.00307645
1339,617,0.182545
1411,617,0.010341
1445,617,1.1941
1533,617,0.0132979
1574,617,0.00430015
1589,617,0.01998
1620,617,0.0868006
1633,617,0.0045824
1681,617,0.0100404
1777,617,0.0124223
1781,617,0.0647247
1816,617,0.620884
1829,617,0.0028165
1833,617,0.00256775
1893,617,0.0213317
1959,617,0.0766282
2001,617,0.00327327
2003,617,0.0711741
2028,617,0.000416686
2219,617,0.000738115
2294,617,0.000663554
2614,617,0.0277392
2712,617,0.0168209
2732,617,0.158355
2733,617,0.127718
2776,617,0.535721
2798,617,0.0644196
2815,617,0.017346
2828,617,0.370327
8,619,0.0129557
52,619,0.0581867
166,619,0.0755078
169,619,0.0162434
173,619,0.0205963
174,619,0.0206094
281,619,0.0272125
285,619,0.00942562
306,619,0.11751
453,619,0.0339558
680,619,0.0169234
688,619,0.0268456
696,619,0.266101
2028,619,0.00520732
2031,619,0.00880236
2294,619,0.0137045
2305,619,1.09294
2306,619,0.509302
2500,619,0.124222
2644,619,0.0364833
2733,619,0.0320835
2797,619,0.0723223
8,620,0.0388166
28,624,1.24371
31,624,6.02705
67,624,2.07167
24,630,0.0494635
28,630,3.28632
31,630,6.02705
67,630,2.07167
637,630,4.42531
751,630,1.58927
764,630,0.391298
771,630,0.0252587
614,632,0.566861
617,632,0.0249688
639,632,0.298485
15,635,0.00333721
25,635,0.0713834
34,635,0.0078095
42,635,0.00645199
43,635,1.02885
63,635,1.92223
167,635,0.0106411
173,635,0.00475676
174,635,0.00475978
264,635,0.00705508
280,635,0.00291714
281,635,0.00666726
285,635,0.00217593
286,635,0.041758
387,635,0.0518624
388,635,0.0512783
479,635,0.0114694
617,635,0.0498752
619,635,0.0505519
680,635,0.0537774
1411,635,0.0806447
1833,635,0.00428466
2255,635,0.004464
2306,635,0.0849312
2528,635,0.00348075
2614,635,0.0203755
2786,635,0.0657435
2797,635,0.00164953
2823,635,0.101463
2825,635,0.0936949
2828,635,0.0115384
24,637,0.0494635
28,637,6.97391
67,637,8.76224
630,637,0.254273
751,637,0.668887
764,637,0.767285
765,637,0.111651
771,637,0.175477
793,637,0.173839
46,639,2.59182
455,639,0.0558454
510,639,1.04429
543,639,0.0583089
614,639,0.381571
632,639,0.445894
751,639,0.668887
781,639,0.586278
793,639,0.344656
3,644,0.0697942
4,644,0.0697942
8,644,0.685782
15,644,0.00908732
24,644,0.436464
38,644,0.081607
85,644,0.380711
90,644,0.139217
98,644,0.0578262
113,644,0.0442464
115,644,0.0463262
433,644,0.951074
448,644,0.0153114
453,644,0.0339558
500,644,0.0894182
609,644,0.133166
617,644,0.653502
680,644,0.12623
690,644,0.513562
758,644,0.0138217
771,644,0.0336641
827,644,0.0614183
863,644,0.0458643
948,644,0.105793
1017,644,0.0187596
388,650,0.411393
5,652,1.0092
33,652,0.0768727
532,652,0.0433463
583,652,0.0184897
587,652,0.884212
675,652,0.423188
15,654,0.00333721
25,654,0.0713834
34,654,0.0078095
42,654,0.00645199
63,654,0.68684
167,654,0.0106411
173,654,0.00475676
174,654,0.00475978
264,654,0.00705508
280,654,0.00291714
281,654,0.0157403
285,654,0.00217593
286,654,0.0983482
387,654,0.0518624
388,654,0.0512783
479,654,0.0114694
617,654,0.0747195
619,654,0.0505519
680,654,0.00310872
1833,654,0.00428466
2219,654,0.00381301
2255,654,0.004464
2294,654,0.00342789
2305,654,0.127777
2306,654,0.19944
2528,654,0.00348075
2614,654,0.0203755
2786,654,0.0657435
2797,654,0.00164953
2823,654,0.101463
2825,654,0.0936949
2828,654,0.0115384
3,655,0.050456
4,655,0.050456
8,655,0.693024
11,655,0.279426
13,655,0.987837
15,655,0.210747
24,655,0.452259
37,655,0.058033
38,655,0.00455129
40,655,0.374576
48,655,0.0521804
56,655,0.133212
57,655,0.00810094
68,655,0.19738
69,655,2.77106
85,655,0.324116
86,655,0.0441556
90,655,1.03585
98,655,0.34198
113,655,0.170973
115,655,0.0463262
116,655,6.32121
133,655,0.0309315
134,655,0.0329606
167,655,0.0048321
233,655,0.0550498
236,655,0.00620925
248,655,0.0333392
250,655,0.106588
264,655,0.0032034
281,655,0.00302727
292,655,0.00160077
329,655,0.00367843
335,655,0.00544314
340,655,0.00539506
408,655,0.327985
433,655,1.0046
448,655,0.0153114
453,655,0.258505
500,655,0.0894182
578,655,0.212006
600,655,0.0222965
609,655,0.298336
617,655,0.651165
680,655,0.226066
688,655,0.257382
690,655,0.967805
729,655,0.0895476
731,655,0.259126
758,655,0.0138217
771,655,0.174885
817,655,0.603277
821,655,0.0168776
827,655,0.127167
863,655,0.114267
922,655,0.0231442
948,655,0.105793
952,655,0.0189201
960,655,0.0103614
973,655,0.00741439
1017,655,0.0187596
1058,655,1.72756
1065,655,0.0173594
1085,655,0.00881924
1250,655,0.63632
1633,655,0.0127237
1637,655,0.104885
1781,655,0.0647247
1816,655,0.980116
1833,655,0.0697939
1893,655,0.042618
2003,655,0.0711741
2159,655,0.00489125
2219,655,0.00326838
2294,655,0.0439834
2443,655,0.00256809
2528,655,0.002514
2561,655,0.00254962
2644,655,0.0800875
2712,655,0.0252207
2733,655,0.0704478
1,657,1.46229
2,657,1.46229
3,657,0.401821
4,657,0.401821
11,657,1.15652
37,657,0.666392
38,657,0.00455129
39,657,0.0680341
48,657,0.0744601
49,657,4.51188
56,657,0.351587
57,657,0.319233
167,657,0.0048321
264,657,0.0032034
281,657,0.00302727
292,657,0.00160077
329,657,0.00367843
335,657,0.00544314
340,657,0.00539506
408,657,1.37101
463,657,3.2968
731,657,1.3638
771,657,0.00722329
2159,657,0.00489125
2443,657,0.00256809
2528,657,0.002514
2561,657,0.00254962
2644,657,0.0146093
8,659,0.00647993
433,659,0.0114021
617,659,0.00832986
827,659,0.0153901
863,659,0.0687175
3,660,0.0010943
4,660,0.0010943
11,660,0.00189761
15,660,0.000426153
24,660,0.000774754
33,660,0.0012057
37,660,0.0023382
52,660,0.000455901
55,660,0.00168251
56,660,0.000977814
57,660,0.000886361
86,660,0.000913205
88,660,0.00105187
98,660,0.0578262
113,660,0.0295194
115,660,0.0347648
148,660,0.00054252
168,660,0.000351089
169,660,0.000254007
170,660,0.0381675
172,660,0.00100801
173,660,0.0154512
174,660,0.015461
184,660,0.001083
186,660,0.00170936
198,660,0.00117082
200,660,0.00157736
201,660,0.00114883
224,660,0.000541531
225,660,0.000399531
236,660,0.0013586
237,660,0.000909701
240,660,0.000934065
337,660,0.00241993
344,660,0.00176162
347,660,0.000489258
402,660,0.000945105
408,660,0.00375099
433,660,0.000534762
444,660,0.0016446
448,660,0.000718244
462,660,0.000985751
578,660,0.0130764
617,660,0.000390617
666,660,1.61291
680,660,0.000396971
690,660,0.0208307
696,660,0.000481606
729,660,0.00140538
731,660,0.00171706
736,660,0.00186256
758,660,0.000648319
771,660,0.000395158
776,660,0.00162759
817,660,0.0454239
960,660,0.000523307
1039,660,0.00118364
1065,660,0.000844559
1085,660,0.000964983
1193,660,0.00102119
1250,660,0.000710202
1659,660,0.000799755
1816,660,0.00111425
1834,660,0.00780945
2001,660,0.00069752
2063,660,0.00114045
2219,660,0.000357531
2225,660,0.00381782
2255,660,0.000906911
2294,660,0.000321415
2338,660,0.00247985
2488,660,0.000772683
5,662,0.210518
24,662,0.0247624
34,662,0.031869
36,662,0.24381
421,662,0.0583114
587,662,0.249323
682,662,0.0341689
8,666,0.00647993
13,666,0.0415176
35,666,0.00540595
39,666,0.00157526
40,666,0.0152592
52,666,0.00112218
55,666,0.00358901
63,666,0.471997
68,666,0.00180395
69,666,0.0323967
86,666,0.00233764
88,666,0.00269257
90,666,0.909295
98,666,0.00193295
104,666,0.0125989
113,666,0.000985387
115,666,0.00255354
117,666,0.0181733
133,666,0.00307748
134,666,0.00327967
145,666,0.00533843
148,666,0.00388101
168,666,0.000864196
169,666,0.000625235
172,666,0.00473006
182,666,0.00232531
184,666,0.00231027
185,666,0.00383564
193,666,0.00232531
198,666,0.00299703
200,666,0.00403755
211,666,0.00434688
215,666,0.592894
224,666,0.00254133
225,666,0.00187499
230,666,0.00493705
233,666,0.00255639
236,666,0.00289813
237,666,0.00426881
240,666,0.00438312
285,666,0.0985271
287,666,0.568583
347,666,0.00120428
402,666,0.00201612
417,666,0.00184894
419,666,0.0383877
421,666,0.0389121
433,666,0.0139088
444,666,0.00404776
453,666,0.0135962
455,666,0.0558454
462,666,0.00210282
500,666,0.00239492
532,666,0.00125301
543,666,0.0583089
554,666,0.00128595
573,666,0.0096107
578,666,0.0833942
583,666,0.0014235
600,666,0.00343348
609,666,0.00198588
617,666,0.0839406
619,666,1.3493
655,666,0.00117578
667,666,0.00178869
680,666,0.0506844
682,666,0.00263253
688,666,0.0909814
690,666,0.0069484
695,666,0.049786
696,666,0.00118545
729,666,0.00299791
749,666,0.247793
758,666,0.00304241
776,666,0.00347188
817,666,0.00179292
821,666,0.002252
827,666,0.00225869
922,666,0.00713412
952,666,0.00284492
973,666,0.00177995
1017,666,0.00225301
1065,666,0.0269905
1085,666,0.00247017
1193,666,0.00261404
1250,666,0.0169553
1265,666,0.00740466
1269,666,0.00194156
1299,666,0.00307645
1411,666,0.00134944
1574,666,0.00430015
1589,666,0.01998
1620,666,0.0443458
1633,666,0.00305516
1777,666,0.0124223
1816,666,0.0237438
1829,666,0.0028165
1833,666,0.00256775
1959,666,0.00295815
2001,666,0.00327327
2027,666,0.00596125
2028,666,0.000801303
2063,666,0.00280702
2219,666,0.000880054
2294,666,0.000791156
2644,666,0.786101
2733,666,0.0128458
2815,666,0.00400561
8,667,0.0477361
15,667,0.0116779
16,667,0.0295252
17,667,0.00658728
24,667,0.0933738
26,667,0.00777967
27,667,0.0203058
29,667,0.0019531
42,667,0.00697784
45,667,0.00202065
52,667,0.38747
62,667,0.00603605
73,667,0.00225823
75,667,0.00557118
76,667,0.00557118
85,667,0.0025502
86,667,0.0199473
88,667,0.00856916
113,667,0.0147706
115,667,0.0116017
133,667,0.0134819
134,667,0.0143672
198,667,0.00665795
199,667,0.00688731
200,667,0.0089689
201,667,0.00653293
233,667,0.0637141
236,667,0.00620925
285,667,0.00942562
402,667,0.00769968
421,667,0.00307753
433,667,0.0498677
448,667,0.00608242
453,667,0.00440565
479,667,0.0312095
500,667,0.00260315
508,667,0.0873357
509,667,0.130717
578,667,0.00319049
609,667,0.00385884
617,667,0.0105497
619,667,0.137095
644,667,0.00273411
655,667,0.0050201
680,667,0.0159259
688,667,0.00206761
690,667,0.276409
696,667,2.8389
729,667,0.0114477
736,667,0.0151691
758,667,0.00708532
771,667,0.015088
817,667,0.468937
821,667,0.00259841
827,667,0.0419561
863,667,0.0458643
864,667,0.00205322
897,667,0.0112174
903,667,0.00282845
922,667,0.00694888
937,667,0.00281004
948,667,0.00264206
952,667,0.0124636
960,667,0.00775835
964,667,0.00468528
973,667,0.00193472
1017,667,0.0212039
1020,667,0.00236627
1032,667,0.00311006
1039,667,0.00673083
1065,667,0.0221541
1081,667,0.00268348
1085,667,0.0166739
1094,667,0.00318384
1193,667,0.00580726
1250,667,0.567797
1620,667,0.0426439
1633,667,0.00678707
1781,667,0.0647247
1816,667,0.876338
2003,667,0.0711741
2027,667,0.0772197
2030,667,0.257529
2614,667,0.0554015
2828,667,0.0313971
11,670,0.120724
38,670,0.081607
54,670,0.147144
55,670,0.0537001
550,670,0.309131
655,670,0.0146873
46,672,0.951626
421,672,0.0969966
448,672,0.0382344
455,672,0.139029
510,672,1.97953
543,672,0.0873357
614,672,0.566861
632,672,1.27892
639,672,0.588061
751,672,0.668887
781,672,0.586278
793,672,0.839496
36,675,1.37654
248,675,0.0333392
583,675,0.0184897
617,675,0.0374298
63,679,0.463301
680,679,0.0506844
3,680,0.154437
4,680,0.154437
8,680,0.0226614
11,680,0.3131
15,680,0.731278
16,680,1.06279
24,680,0.309166
25,680,0.113182
34,680,0.00531856
37,680,0.100455
38,680,0.00455129
39,680,0.00120463
42,680,0.0102495
43,680,0.528385
48,680,0.0744601
52,680,0.132844
54,680,0.631428
55,680,0.234133
56,680,0.0267854
57,680,0.148011
63,680,0.796636
86,680,0.0208524
90,680,0.111529
98,680,0.028955
113,680,0.334261
115,680,0.08093
133,680,0.0379027
134,680,0.0403883
166,680,0.0817743
167,680,0.0048321
168,680,0.00187233
169,680,0.00180613
173,680,0.0205963
174,680,0.0206094
233,680,0.0608268
236,680,0.00620925
248,680,0.0996846
263,680,0.266281
264,680,0.0048989
280,680,0.000701172
281,680,0.00462958
285,680,0.0102569
286,680,0.0100519
292,680,0.00244813
300,680,0.190189
305,680,1.40914
306,680,0.23364
309,680,0.176821
310,680,0.950595
321,680,0.58037
322,680,0.561652
324,680,0.0367136
326,680,0.0533549
329,680,0.00562529
335,680,0.00544314
340,680,0.00539506
347,680,0.00347865
351,680,0.0825026
364,680,0.0430919
370,680,0.0426439
372,680,0.0547944
374,680,0.840505
375,680,0.0046331
384,680,0.0217639
386,680,0.0692039
387,680,0.0595292
388,680,0.058859
391,680,0.0190345
408,680,0.39411
479,680,0.0479673
500,680,0.0298953
510,680,1.04429
600,680,0.0142984
609,680,0.0198411
612,680,2.26176
617,680,0.0953756
619,680,0.25729
635,680,0.22381
655,680,0.029353
657,680,0.129121
679,680,0.259725
688,680,0.0536192
690,680,0.36767
696,680,0.265484
731,680,0.289664
771,680,3.58377
817,680,0.645305
821,680,0.0168776
827,680,0.101791
863,680,0.114267
922,680,0.0231442
948,680,0.020238
952,680,0.0253724
960,680,0.0103614
973,680,0.00741439
1017,680,0.0187596
1065,680,0.0173594
1085,680,0.00881924
1250,680,0.607903
1411,680,0.0806447
1633,680,0.0127237
1637,680,0.104885
1682,680,0.0373864
1781,680,0.0647247
1816,680,0.93713
1833,680,0.0359844
2003,680,0.0711741
2028,680,0.0519514
2031,680,0.0702023
2159,680,0.00489125
2219,680,0.0169839
2255,680,0.00170706
2294,680,0.0152695
2306,680,0.138428
2443,680,0.0039274
2500,680,0.246901
2528,680,0.00384468
2561,680,0.00389915
2607,680,0.253151
2614,680,0.0315615
2635,680,0.0426439
2642,680,0.00226333
2712,680,0.0196216
2732,680,0.314203
2733,680,0.129584
2734,680,0.076628
2755,680,0.0287629
2786,680,0.0158401
2793,680,0.175664
2794,680,0.040748
2797,680,0.073382
2807,680,0.036563
2815,680,0.00867679
2823,680,0.0244798
2825,680,0.0225989
2828,680,0.0482554
2855,680,0.0445211
2868,680,0.00262685
2871,680,0.0382052
3,682,0.050456
4,682,0.050456
8,682,0.0266405
11,682,0.279426
13,682,0.0415176
15,682,0.233996
26,682,0.00777967
29,682,0.0019531
37,682,0.058033
38,682,0.00455129
40,682,0.0152592
45,682,0.00202065
48,682,0.0521804
52,682,0.0581867
56,682,0.00893646
57,682,0.00810094
69,682,0.0323967
75,682,0.00225401
76,682,0.00225401
86,682,0.0212626
88,682,0.00528089
90,682,0.934749
115,682,0.00139292
117,682,0.0181733
133,682,0.0121645
134,682,0.0129633
145,682,0.00533843
148,682,0.00138879
167,682,0.0048321
172,682,0.00258031
182,682,0.00232531
185,682,0.00383564
193,682,0.00232531
198,682,0.00299703
200,682,0.00403755
211,682,0.00434688
224,682,0.00138626
225,682,0.00102277
230,682,0.00493705
233,682,0.00139448
237,682,0.00232867
240,682,0.00239103
263,682,0.266281
264,682,0.0032034
281,682,0.00302727
287,682,0.568583
292,682,0.00160077
300,682,0.190189
305,682,1.40914
306,682,0.23364
309,682,0.176821
310,682,0.950595
321,682,0.58037
322,682,0.561652
329,682,0.00367843
335,682,0.00544314
340,682,0.00539506
374,682,0.840505
402,682,0.00232625
408,682,0.327985
433,682,0.00268504
453,682,0.0771472
500,682,0.00239492
573,682,0.0096107
578,682,0.0314019
609,682,0.061683
617,682,0.0498752
655,682,0.00230621
680,682,0.222881
688,682,0.149682
690,682,0.141782
695,682,0.0993242
729,682,0.00345905
731,682,0.259126
736,682,0.00458413
758,682,0.00325514
771,682,0.340092
817,682,0.141665
821,682,0.00259841
827,682,0.00892913
922,682,0.00389197
952,682,0.0112456
960,682,0.00478351
964,682,0.00219949
973,682,0.00177995
1017,682,0.00225301
1065,682,0.0269905
1085,682,0.0136597
1193,682,0.00261404
1250,682,0.188334
1265,682,0.00740466
1269,682,0.00194156
1299,682,0.00307645
1574,682,0.00430015
1589,682,0.01998
1620,682,0.0868006
1633,682,0.00305516
1682,682,0.0373864
1777,682,0.0124223
1816,682,0.29113
1829,682,0.0028165
1833,682,0.00140067
1959,682,0.00295815
2001,682,0.00178555
2028,682,0.0519514
2031,682,0.0702023
2159,682,0.00489125
2219,682,0.00326838
2294,682,0.0166387
2443,682,0.00256809
2500,682,0.246901
2528,682,0.002514
2561,682,0.00254962
2644,682,0.0800875
2732,682,0.158355
2733,682,0.197266
781,684,4.5347
783,684,0.390713
789,684,1.42596
15,685,0.00333721
25,685,0.0713834
34,685,0.0078095
42,685,0.00645199
43,685,1.02885
63,685,1.92223
167,685,0.0106411
173,685,0.00475676
174,685,0.00475978
264,685,0.00705508
280,685,0.00291714
281,685,0.00666726
285,685,0.00217593
286,685,0.041758
387,685,0.0518624
388,685,0.0512783
479,685,0.0114694
617,685,0.0498752
619,685,0.0505519
680,685,0.104189
1411,685,0.0806447
1833,685,0.00428466
2255,685,0.004464
2306,685,0.0849312
2528,685,0.00348075
2614,685,0.0203755
2786,685,0.0657435
2797,685,0.00164953
2823,685,0.101463
2825,685,0.0936949
2828,685,0.0115384
3,688,0.050456
4,688,0.050456
8,688,0.0452714
11,688,0.279426
15,688,0.316965
28,688,1.24371
31,688,6.02705
37,688,0.058033
38,688,0.00455129
48,688,0.0521804
52,688,0.0581867
56,688,0.00893646
57,688,0.00810094
67,688,2.07167
86,688,0.0166854
90,688,1.75905
98,688,0.028955
113,688,0.0147706
115,688,0.0116017
133,688,0.0279423
134,688,0.0297756
167,688,0.0048321
233,688,0.0434856
263,688,0.266281
264,688,0.0032034
281,688,0.00302727
292,688,0.00160077
300,688,0.190189
305,688,1.40914
306,688,0.23364
309,688,0.176821
310,688,0.950595
321,688,0.58037
322,688,0.561652
329,688,0.00367843
335,688,0.00544314
340,688,0.00539506
374,688,0.840505
408,688,0.327985
578,688,0.195116
600,688,0.0222965
617,688,0.0747195
680,688,0.259119
690,688,0.331015
731,688,0.259126
771,688,0.464567
817,688,0.473005
821,688,0.0168776
827,688,0.0639692
863,688,0.114267
922,688,0.0162066
952,688,0.0161536
960,688,0.0103614
973,688,0.00741439
1017,688,0.0187596
1085,688,0.00881924
1250,688,0.551319
1633,688,0.0127237
1637,688,0.104885
1682,688,0.0373864
1816,688,0.851318
2028,688,0.0519514
2031,688,0.0702023
2159,688,0.00489125
2219,688,0.00326838
2294,688,0.0166387
2443,688,0.00256809
2500,688,0.246901
2528,688,0.002514
2561,688,0.00254962
2712,688,0.0252207
2732,688,0.158355
2733,688,0.127718
8,690,3.91751
11,690,0.299083
15,690,0.0995076
24,690,0.800814
37,690,0.148548
39,690,0.0408762
86,690,0.0582773
98,690,0.143939
113,690,0.102937
115,690,0.0463262
133,690,0.059284
